iter	Logloss
211	0.4016947644
212	0.4015692221
213	0.4014052219
214	0.4012681057
215	0.4010211538
216	0.4008247299
217	0.4006129305
218	0.4003808015
219	0.4002415354
220	0.4000463316
221	0.3999309675
222	0.3997191054
223	0.3995859005
224	0.3994788904
225	0.3993743838
226	0.3991475838
227	0.3990187239
228	0.3988016144
229	0.3987114567
230	0.3985892912
231	0.3984201909
232	0.3982852773
233	0.3980772383
234	0.3979522385
235	0.3978288007
236	0.3977398644
237	0.3975978442
238	0.3974628633
239	0.3972959326
240	0.397193636
241	0.3970973823
242	0.3970079717
243	0.3967195307
244	0.396571919
245	0.3964780209
246	0.3962827007
247	0.3961828966
248	0.3960564359
249	0.395952601
250	0.3957437673
251	0.3955378344
252	0.3953861402
253	0.3952297168
254	0.3950910418
255	0.3949180359
256	0.3947152001
257	0.3946227373
258	0.3944950035
259	0.3943989549
260	0.3943233388
261	0.3942212238
262	0.3941497536
263	0.3940533492
264	0.3938754985
265	0.3936883792
266	0.3935570588
267	0.3934594023
268	0.3933517217
269	0.3932359584
270	0.3931415884
271	0.3930570658
272	0.3929613536
273	0.3928973717
274	0.3928043346
275	0.392683452
276	0.3925612317
277	0.3924872192
278	0.3923440112
279	0.3922338914
280	0.3921310942
281	0.3920658216
282	0.3919550034
283	0.3918850272
284	0.3918387577
285	0.3917171633
286	0.3916231145
287	0.3915016532
288	0.3914276362
289	0.3913401594
290	0.3912471715
291	0.3912200626
292	0.3911366104
293	0.3910408547
294	0.39094357
295	0.3908698496
296	0.3907641212
297	0.3906582681
298	0.390535843
299	0.3903980479
300	0.3903285945
301	0.3901805143
302	0.3901131262
303	0.3899984135
304	0.389923949
305	0.3898603236
306	0.3898250942
307	0.3897602498
308	0.3897175271
309	0.3896309821
310	0.3895511591
311	0.3894442154
312	0.3893718559
313	0.3892526361
314	0.3891912663
315	0.3891505816
316	0.3890286673
317	0.3889803542
318	0.3889437618
319	0.3888909273
320	0.3888153378
321	0.3887412562
322	0.3886312069
323	0.3885515387
324	0.3884731459
325	0.3883758994
326	0.3882824982
327	0.38819156
328	0.3881475386
329	0.3880628835
330	0.388010908
331	0.3879338149
332	0.387870692
333	0.3877385894
334	0.3876756991
335	0.3876048299
336	0.3875379052
337	0.3874882609
338	0.3874124568
339	0.3873648245
340	0.3872907471
341	0.3872102798
342	0.3871505321
343	0.387066197
344	0.3869604655
345	0.3868508218
346	0.3867832851
347	0.3867142297
348	0.3866111846
349	0.3865281977
350	0.3864724804
351	0.386401713
352	0.3863440519
353	0.3862744274
354	0.3861706181
355	0.386118986
356	0.386055855
357	0.385953057
358	0.3858990693
359	0.3857891169
360	0.3857142759
361	0.3856583408
362	0.3855824458
363	0.3854968976
364	0.385401
365	0.3853309375
366	0.3852771381
367	0.385204625
368	0.3851612211
369	0.385131882
370	0.3850621944
371	0.3849883364
372	0.3849392615
373	0.3848522744
374	0.3847701295
375	0.3846847331
376	0.3846227909
377	0.3845641703
378	0.384515114
379	0.3844503768
380	0.3843901986
381	0.3842666029
382	0.3842116637
383	0.3841684101
384	0.3841037253
385	0.3840538945
386	0.3839881233
387	0.3839199423
388	0.3838621096
389	0.3838031057
390	0.3837541057
391	0.3837129692
392	0.3836742487
393	0.3836142491
394	0.3835616161
395	0.3835287231
396	0.3834660404
397	0.3834166166
398	0.3833637641
399	0.3832918821
400	0.383237847
401	0.3831816797
402	0.3831096589
403	0.383064062
404	0.3829958798
405	0.3829552693
406	0.382917017
407	0.3828651915
408	0.3828073379
409	0.3827574831
410	0.3826907725
411	0.3826280276
412	0.3825787373
413	0.3825479526
414	0.3825108969
415	0.3824630906
416	0.3824199266
417	0.3823879488
418	0.3823249367
419	0.3822650114
420	0.3822315775
421	0.3821667158
422	0.3821234335
423	0.3820845106
424	0.3820548793
425	0.3820233455
426	0.3819920465
427	0.3819267605
428	0.3818827722
429	0.3818163531
430	0.3817604823
431	0.3817142635
432	0.3816810589
433	0.3816482644
434	0.3815989995
435	0.3815626272
436	0.3815142851
437	0.3814626612
438	0.381412578
439	0.3813505274
440	0.3813045394
441	0.3812641382
442	0.3811974303
443	0.3811572506
444	0.3810793946
445	0.3810395333
446	0.3809821116
447	0.380933284
448	0.3808551263
449	0.3808002357
450	0.3807622365
451	0.3806942187
452	0.3806538269
453	0.3805914729
454	0.3805429472
455	0.3805140755
456	0.3804578256
457	0.3803829055
458	0.3803297641
459	0.3802638389
460	0.3802330741
461	0.3801740858
462	0.3801095895
463	0.3800867703
464	0.3799955931
465	0.3799461318
466	0.3798881656
467	0.3798603016
468	0.3797946817
469	0.3797605869
470	0.3797214621
471	0.3796926868
472	0.3796154204
473	0.3795764643
474	0.3795462228
475	0.3795134485
476	0.3794635522
477	0.379422305
478	0.3793772234
479	0.3793707449
480	0.3793099413
481	0.3792594516
482	0.3792339071
483	0.3791934412
484	0.3791511381
485	0.3790936966
486	0.3790448126
487	0.378973296
488	0.3789405747
489	0.3788871952
490	0.3788375617
491	0.3787633657
492	0.3787213143
493	0.3786713124
494	0.3786424461
495	0.3785995197
496	0.3785419173
497	0.3785071051
498	0.3784751971
499	0.378427811
500	0.3783513234
501	0.3783272684
502	0.3782341631
503	0.3781491193
504	0.3781090369
505	0.378080131
506	0.3780403982
507	0.378018448
508	0.3779941794
509	0.377966744
510	0.3779130976
511	0.377890374
512	0.3778504864
513	0.3778158772
514	0.3777750695
515	0.3777439495
516	0.3776929185
517	0.3776524529
518	0.377618026
519	0.3775598167
520	0.3775179748
521	0.3774674688
522	0.3774455364
523	0.377409062
524	0.3773735159
525	0.3773162672
526	0.3772908031
527	0.3772415304
528	0.377214405
529	0.377168287
530	0.3771492993
531	0.3771217374
532	0.377047026
533	0.3770075587
534	0.3769869362
535	0.3769293718
536	0.376887333
537	0.3768720376
538	0.3768409694
539	0.376810282
540	0.376783629
541	0.3767303245
542	0.3766506289
543	0.3766106438
544	0.3765708151
545	0.3765430166
546	0.3764420723
547	0.3764079513
548	0.3763596534
549	0.3763264515
550	0.3762950748
551	0.3762535127
552	0.3762043795
553	0.3761522885
554	0.3761196359
555	0.3760772727
556	0.3760294222
557	0.3760062305
558	0.375971567
559	0.3759392684
560	0.3759149686
561	0.3758589259
562	0.3757932504
563	0.3757617291
564	0.3757181747
565	0.3756696457
566	0.375634564
567	0.375594456
568	0.3755754826
569	0.3755405738
570	0.3754734397
571	0.3754383998
572	0.3753786623
573	0.3753435064
574	0.375297413
575	0.3752486801
576	0.375216944
577	0.3751981791
578	0.3751514203
579	0.3751110769
580	0.3750830089
581	0.375039154
582	0.3749820183
583	0.3749589489
584	0.3749318835
585	0.3748783442
586	0.374825069
587	0.3747720553
588	0.3747350754
589	0.3746929468
590	0.3746576985
591	0.374625551
592	0.3745993125
593	0.3745515075
594	0.374507138
595	0.3744593379
596	0.3744149419
597	0.3743875856
598	0.3743573355
599	0.3743294035
600	0.3743000812
601	0.3742223713
602	0.3741986485
603	0.3741765985
604	0.3741268729
605	0.3741000597
606	0.3740624358
607	0.3740361539
608	0.374008179
609	0.3739622364
610	0.3739330631
611	0.3739002671
612	0.373825838
613	0.3737962538
614	0.373778342
615	0.37374201
616	0.3737032164
617	0.3736687173
618	0.3736362433
619	0.3735919421
620	0.373560429
621	0.3735175581
622	0.3735012658
623	0.3734668296
624	0.3734373215
625	0.3734093489
626	0.3733322048
627	0.3733067636
628	0.3732666433
629	0.3732393031
630	0.3732042774
631	0.3731750405
632	0.3731492862
633	0.3730991117
634	0.373055891
635	0.3730201691
636	0.3729555669
637	0.3729179299
638	0.3728922595
639	0.3728431804
640	0.3727833672
641	0.3727293755
642	0.3726784111
643	0.3726576688
644	0.3726295733
645	0.3726036226
646	0.3725835448
647	0.3725433955
648	0.3725178564
649	0.3724926591
650	0.3724382754
651	0.3723922414
652	0.3723408264
653	0.3723021561
654	0.3722683083
655	0.3722484665
656	0.3722217277
657	0.3721738624
658	0.3721265845
659	0.3720938509
660	0.3720456017
661	0.3720230865
662	0.3719940325
663	0.371943098
664	0.3719147634
665	0.3718734383
666	0.3718271502
667	0.3718091953
668	0.371772148
669	0.3717526784
670	0.3717248561
671	0.3717132053
672	0.3716729102
673	0.3716524708
674	0.371620771
675	0.3715707958
676	0.3715384694
677	0.3714968541
678	0.3714568894
679	0.3714259068
680	0.3713795099
681	0.371361659
682	0.3713268546
683	0.3712977261
684	0.3712739734
685	0.3712635257
686	0.3712427438
687	0.3712271698
688	0.3711831643
689	0.3711151024
690	0.3710914878
691	0.3710614791
692	0.3710109706
693	0.3709840325
694	0.3709358311
695	0.3708927284
696	0.3708735326
697	0.3708620869
698	0.3708222236
699	0.3707782014
700	0.3707563163
701	0.3707385562
702	0.3707012503
703	0.3706626611
704	0.3706372423
705	0.3705894003
706	0.3705553405
707	0.3705184362
708	0.3704965211
709	0.3704604228
710	0.3704366209
711	0.3704149188
712	0.3703775997
713	0.3703544317
714	0.3702998135
715	0.3702624705
716	0.3701988187
717	0.3701764601
718	0.3701326104
719	0.3700998413
720	0.3700627674
721	0.3700345544
722	0.3700152059
723	0.369998075
724	0.3699780794
725	0.3699039714
726	0.3698727076
727	0.3698514696
728	0.3698252532
729	0.3697964599
730	0.3697730363
731	0.3696977654
732	0.3696573162
733	0.3695966141
734	0.3695693984
735	0.3695247225
736	0.3694915211
737	0.3694360474
738	0.36939383
739	0.369348045
740	0.3693011324
741	0.3692364878
742	0.369204972
743	0.3691770815
744	0.3691646659
745	0.3691088385
746	0.3690849969
747	0.3690519987
748	0.3690277867
749	0.3689945369
750	0.3689651327
751	0.3689355451
752	0.3689170374
753	0.3688729961
754	0.368815969
755	0.3687855209
756	0.3687446161
757	0.3686996146
758	0.3686476664
759	0.3686286828
760	0.368601426
761	0.3685721539
762	0.3685269143
763	0.3684858161
764	0.3684623202
765	0.3684275672
766	0.3684117966
767	0.368377896
768	0.3683404803
769	0.3683199367
770	0.3682660628
771	0.3682336528
772	0.3682059888
773	0.3681831726
774	0.3681522221
775	0.368122275
776	0.3680998213
777	0.3680703093
778	0.368023248
779	0.3680042947
780	0.3679795173
781	0.3679486253
782	0.3679075901
783	0.367850153
784	0.3678075074
785	0.367789982
786	0.3677357013
787	0.3677058869
788	0.367673886
789	0.367642272
790	0.3676172122
791	0.3676041031
792	0.3675430747
793	0.3675112074
794	0.3674620454
795	0.3674296905
796	0.3674161541
797	0.3673665616
798	0.3673453025
799	0.3673182291
800	0.3672726232
801	0.3672229412
802	0.3671760673
803	0.3671456983
804	0.3670816933
805	0.3670597358
806	0.3670329577
807	0.3669851406
808	0.3669369575
809	0.3668997259
810	0.3668483542
811	0.3668156429
812	0.3667907293
813	0.3667574673
814	0.366726214
815	0.3666887835
816	0.3666575141
817	0.3666180306
818	0.3665902049
819	0.3665600073
820	0.3665389992
821	0.3665235806
822	0.3664924917
823	0.3664558632
824	0.3664410952
825	0.3664153555
826	0.3663519316
827	0.3662972542
828	0.3662673253
829	0.3662252628
830	0.3661900352
831	0.3661700644
832	0.3661398823
833	0.3661029685
834	0.3660683965
835	0.3660377749
836	0.3660177702
837	0.3659855767
838	0.3659411245
839	0.3658792797
840	0.36584437
841	0.3658036078
842	0.3657611169
843	0.3657162543
844	0.3656798699
845	0.3656340777
846	0.3655987653
847	0.3655620357
848	0.3655394412
849	0.3655227377
850	0.3654724872
851	0.3654486006
852	0.3654062774
853	0.3653644041
854	0.3653264711
855	0.3653038111
856	0.3652811921
857	0.3652466736
858	0.3652127746
859	0.365189183
860	0.3651345499
861	0.3650847282
862	0.3650549765
863	0.3650168426
864	0.3649840346
865	0.3649496889
866	0.3649115904
867	0.3648824491
868	0.3648448662
869	0.3648109661
870	0.3647866836
871	0.3647412208
872	0.3647062508
873	0.3646475131
874	0.3646219471
875	0.3645674645
876	0.3645374152
877	0.3644954269
878	0.3644635539
879	0.3644329427
880	0.3643931949
881	0.3643768612
882	0.3643566827
883	0.3643061071
884	0.3642823921
885	0.3642569236
886	0.3642336198
887	0.3642031371
888	0.3641428284
889	0.364078766
890	0.3640405256
891	0.3639926313
892	0.363959618
893	0.3639245505
894	0.3639078769
895	0.3638641298
896	0.363825508
897	0.3637843766
898	0.3637296481
899	0.3636753678
900	0.3636548373
901	0.3636199783
902	0.3636022472
903	0.3635579086
904	0.3635355695
905	0.3634933516
906	0.3634320831
907	0.3634109538
908	0.3633804495
909	0.3633305755
910	0.3632713184
911	0.3632525265
912	0.3632191847
913	0.363184816
914	0.3631345831
915	0.3630892692
916	0.3630467271
917	0.3630173858
918	0.3629828
919	0.362942763
920	0.3629131295
921	0.3628690314
922	0.36282005
923	0.3627905599
924	0.3627256583
925	0.3626830678
926	0.3626501823
927	0.3626205249
928	0.3626002294
929	0.3625569355
930	0.3625359007
931	0.3625128392
932	0.3624639924
933	0.3624063363
934	0.3623831092
935	0.3623344148
936	0.3622929777
937	0.3622609106
938	0.3622296071
939	0.3621950937
940	0.3621498993
941	0.3621076446
942	0.3620832349
943	0.3620319447
944	0.3619821706
945	0.3619378144
946	0.3619025777
947	0.3618471349
948	0.361806986
949	0.3617557191
950	0.3617341649
951	0.3616697867
952	0.3616510336
953	0.3616147661
954	0.3615708351
955	0.3615361777
956	0.3615151189
957	0.3614848356
958	0.3614379789
959	0.3614179283
960	0.3613624288
961	0.3613009554
962	0.3612814826
963	0.3612490387
964	0.36119892
965	0.3611792889
966	0.3611450772
967	0.3611232802
968	0.3610861998
969	0.3610628533
970	0.3610492723
971	0.361009095
972	0.3609822649
973	0.3609625877
974	0.3609310253
975	0.360884277
976	0.3608533331
977	0.3607981645
978	0.3607563985
979	0.3607183318
980	0.3606539759
981	0.3606152401
982	0.3605835704
983	0.3605690517
984	0.3605393955
985	0.3604901503
986	0.3604556595
987	0.3604406069
988	0.3603978398
989	0.3603316826
990	0.3602878385
991	0.3602519677
992	0.3601895461
993	0.3601727321
994	0.3601498155
995	0.3601140522
996	0.3600971697
997	0.360052108
998	0.3600369952
999	0.3600124379
